Date,Open,High,Low,Last,Close,Total Trade Quantity,Turnover (Lacs)
2014-08-13,86.55,88.2,83.55,84.05,84.4,423820.0,364.6
2014-08-14,84.4,85.55,82.85,83.25,83.55,233210.0,195.96
2014-08-18,82.8,85.9,82.8,84.65,84.9,195738.0,165.93
2014-08-19,85.8,88.45,85.7,87.0,87.05,350347.0,304.56
2014-08-20,86.35,91.9,85.55,91.5,89.55,483240.0,427.97
2014-08-21,93.0,95.2,91.5,92.35,92.1,1365054.0,1275.44
2014-08-22,92.0,92.6,88.7,89.4,89.55,326254.0,295.15
2014-08-25,89.05,91.85,86.75,87.6,87.25,283806.0,254.22
2014-08-26,87.25,89.25,85.75,87.0,86.8,208731.0,182.22
2014-08-27,86.7,88.4,86.0,86.85,86.9,169350.0,147.8
2014-08-28,86.5,87.85,85.5,85.7,85.75,204691.0,177.74
2014-09-01,86.2,90.5,86.2,89.9,89.95,387035.0,344.58
2014-09-02,88.95,91.35,88.55,89.6,89.4,378612.0,341.18
2014-09-03,89.5,93.5,88.7,93.2,92.75,699900.0,640.61
2014-09-04,93.3,93.9,89.3,89.8,90.25,577853.0,530.31
2014-09-05,90.35,91.45,89.2,90.0,90.4,270271.0,243.97
2014-09-08,91.1,93.5,89.55,91.15,91.35,313175.0,287.81
2014-09-09,92.0,95.8,90.8,93.55,93.9,763144.0,717.79
2014-09-10,93.0,96.5,92.3,94.1,93.8,424120.0,400.95
2014-09-11,94.1,97.4,94.1,94.5,95.05,783731.0,753.84
2014-09-12,95.0,98.5,94.8,95.35,95.35,572911.0,552.76
2014-09-15,95.25,96.3,94.25,94.25,94.75,280274.0,266.3
2014-09-16,94.55,96.25,85.35,86.7,86.5,519763.0,477.0
2014-09-17,88.0,90.3,86.8,87.65,87.75,463362.0,410.69
2014-09-18,87.1,91.0,87.1,90.1,90.1,356877.0,320.03
2014-09-19,90.35,91.5,87.5,87.7,88.15,369321.0,331.34
2014-09-22,87.4,94.4,87.3,93.85,92.3,743262.0,679.3
2014-09-23,94.6,96.5,90.0,90.8,90.4,1710756.0,1607.94
2014-09-24,89.5,91.15,87.5,87.75,88.1,370888.0,330.06
2014-09-25,88.05,88.5,82.35,84.25,83.5,369109.0,315.56
2014-09-26,82.8,84.0,80.5,82.6,82.75,473226.0,389.87
2014-09-29,82.95,85.5,82.5,84.95,84.15,285837.0,240.61
2014-09-30,83.3,85.7,82.1,82.6,82.8,262265.0,220.31
2014-10-01,83.0,83.65,82.0,82.65,82.3,196241.0,162.22
2014-10-07,82.6,84.4,80.65,81.25,81.05,191103.0,157.07
2014-10-08,80.2,82.2,80.2,81.3,81.1,119647.0,97.12
2014-10-09,81.7,83.9,81.65,83.35,83.45,267288.0,221.97
2014-10-10,82.4,83.25,81.1,82.15,81.45,183923.0,150.8
2014-10-13,81.05,82.4,80.8,81.05,81.35,176389.0,143.74
2014-10-14,81.95,82.75,81.0,81.15,81.35,142890.0,116.85
2014-10-16,80.75,81.35,76.2,76.5,77.0,219534.0,173.84
2014-10-17,76.6,78.4,76.2,76.45,76.75,172434.0,132.82
2014-10-20,77.6,79.45,76.3,76.7,76.8,189984.0,147.96
2014-10-21,77.25,78.45,76.4,77.3,77.35,155003.0,120.19
2014-10-22,77.7,79.6,77.65,78.4,78.25,202518.0,158.68
2014-10-23,78.95,79.6,78.5,79.5,79.15,45501.0,35.95
2014-10-27,79.75,80.75,77.8,78.1,78.4,161832.0,128.23
2014-10-28,78.0,79.3,77.5,77.75,78.0,168230.0,131.89
2014-10-29,78.15,79.2,77.35,77.4,77.45,196704.0,153.74
2014-10-30,77.75,79.7,77.0,78.75,78.9,337308.0,264.46
2014-10-31,79.15,84.1,78.75,83.25,83.55,869464.0,714.27
2014-11-03,85.1,87.5,85.1,86.0,86.4,1459382.0,1262.54
2014-11-05,86.05,87.9,83.2,83.75,83.9,442808.0,378.59
2014-11-07,84.0,85.0,82.1,82.5,82.55,203454.0,168.72
2014-11-10,83.0,83.9,82.2,83.5,83.2,176831.0,147.02
2014-11-11,83.0,84.7,81.0,82.8,82.3,272922.0,226.98
2014-11-12,83.2,83.3,80.6,81.35,81.2,177535.0,145.5
2014-11-13,81.9,84.5,80.65,82.25,82.15,366641.0,301.78
2014-11-14,81.45,84.85,81.45,82.3,82.4,410466.0,341.0
2014-11-17,82.05,83.0,80.45,81.1,81.15,226685.0,184.78
2014-11-18,80.7,84.25,80.7,83.8,83.8,496973.0,412.05
2014-11-19,83.05,86.1,82.0,82.4,82.4,519148.0,437.21
2014-11-20,82.4,83.1,81.0,81.4,81.5,207442.0,169.67
2014-11-21,81.2,82.3,80.0,80.05,80.3,216866.0,175.81
2014-11-24,81.05,81.9,80.55,81.6,81.25,248186.0,201.34
2014-11-25,82.9,83.9,78.6,78.9,79.0,593208.0,482.47
2014-11-26,79.3,80.7,78.4,78.5,79.05,232957.0,185.39
2014-11-27,79.5,80.35,78.65,79.0,79.0,179143.0,142.29
2014-11-28,79.15,80.65,78.4,78.7,78.65,161442.0,128.21
2014-12-01,78.05,78.95,76.15,76.3,76.55,190647.0,147.57
2014-12-02,76.0,77.9,75.3,77.35,77.1,287477.0,220.2
2014-12-03,76.7,79.5,76.7,78.0,78.0,358876.0,281.92
2014-12-04,78.0,80.45,78.0,79.05,79.25,347065.0,275.85
2014-12-05,79.05,79.75,77.45,77.65,77.75,163799.0,128.75
2014-12-08,77.2,78.35,76.3,77.2,76.7,119994.0,92.66
2014-12-09,76.0,77.4,74.5,75.3,74.95,119272.0,90.29
2014-12-10,74.3,75.4,74.1,74.7,74.7,114132.0,85.36
2014-12-11,74.0,74.85,73.2,73.6,73.5,90989.0,67.14
2014-12-12,73.4,74.85,71.8,71.8,71.95,148348.0,108.72
2014-12-15,71.75,75.7,70.5,72.8,73.0,515893.0,376.72
2014-12-16,71.3,72.45,66.6,67.15,67.4,374554.0,260.38
2014-12-17,66.2,68.0,64.25,65.4,65.45,264814.0,174.78
2014-12-18,66.7,68.75,66.7,68.65,68.35,219283.0,148.64
2014-12-19,69.3,70.45,69.15,69.2,69.4,174425.0,121.56
2014-12-22,69.95,71.9,69.95,70.8,70.85,161944.0,114.96
2014-12-23,70.95,71.2,68.5,68.7,68.8,125888.0,87.73
2014-12-24,69.0,71.15,68.45,69.1,68.95,289719.0,201.48
2014-12-26,69.8,71.3,68.9,69.45,69.4,172093.0,120.29
2014-12-29,70.0,71.0,69.6,69.9,70.05,95784.0,67.38
2014-12-30,70.8,71.25,69.7,70.1,70.2,129247.0,90.98
2014-12-31,70.05,71.7,70.05,70.85,70.75,161375.0,114.44
2015-01-01,70.0,72.5,70.0,71.7,71.65,233579.0,167.46
2015-01-02,72.45,73.25,71.75,72.0,72.0,173009.0,125.31
2015-01-05,71.75,74.4,71.75,72.8,72.75,254959.0,186.75
2015-01-06,72.0,72.3,69.7,70.1,69.95,116339.0,82.45
2015-01-07,70.0,70.75,67.55,69.25,69.15,123038.0,85.01
2015-01-08,70.3,71.9,69.85,70.4,70.3,150291.0,106.39
2015-01-09,71.35,72.0,69.8,69.8,70.05,197159.0,139.82
2015-01-12,70.0,71.3,69.7,69.7,69.8,217115.0,152.52
2015-01-13,69.9,70.7,69.0,69.4,69.3,126099.0,87.92
2015-01-14,69.3,70.0,68.0,68.0,68.2,114939.0,79.2
2015-01-15,68.5,69.85,68.5,68.8,69.0,122936.0,84.93
2015-01-16,69.5,69.95,67.9,68.15,68.1,142123.0,97.47
2015-01-19,68.2,69.5,68.05,68.25,68.2,160816.0,110.36
2015-01-20,68.8,69.4,68.1,68.7,68.4,179708.0,123.52
2015-01-21,68.5,68.95,67.0,67.35,67.2,195785.0,132.23
2015-01-22,67.3,68.35,67.05,67.4,67.3,85642.0,57.86
2015-01-23,67.85,68.35,67.0,67.2,67.3,175437.0,118.53
2015-01-27,67.0,71.4,67.0,70.8,70.75,631043.0,441.33
2015-01-28,71.2,74.35,71.1,73.4,72.65,1802800.0,1307.28
2015-01-29,73.35,75.1,72.6,73.7,73.85,477346.0,352.4
2015-01-30,74.25,74.5,71.0,71.55,71.55,275923.0,199.89
2015-02-02,71.0,72.9,70.25,70.65,70.6,170316.0,121.31
2015-02-03,71.1,71.45,68.4,69.15,69.0,189401.0,132.2
2015-02-04,69.6,71.15,69.3,70.15,69.75,176694.0,123.9
2015-02-05,70.7,71.45,69.0,69.1,69.5,132908.0,93.64
2015-02-06,69.55,69.85,67.75,68.45,68.1,113071.0,77.5
2015-02-09,68.1,70.0,67.15,69.0,68.75,151641.0,104.47
2015-02-10,66.6,67.35,64.5,66.15,65.85,191368.0,126.67
2015-02-11,66.55,67.25,66.05,66.6,66.75,54371.0,36.24
2015-02-12,68.0,68.3,65.8,66.0,66.15,149400.0,99.7
2015-02-13,66.0,67.75,66.0,66.3,66.5,109350.0,73.15
2015-02-16,66.05,67.3,65.8,66.1,65.9,87952.0,58.26
2015-02-18,66.4,67.75,65.55,66.55,66.5,149700.0,99.87
2015-02-19,67.15,68.0,66.05,66.8,66.75,149721.0,100.52
2015-02-20,66.65,71.45,66.5,69.0,68.95,540060.0,375.38
2015-02-23,69.4,71.3,68.4,69.15,69.35,463965.0,324.29
2015-02-24,69.25,69.8,67.8,68.45,68.4,153696.0,105.17
2015-02-25,69.0,69.5,67.1,68.0,67.85,110277.0,75.51
2015-02-26,67.5,68.35,66.75,67.5,67.1,81861.0,55.08
2015-02-27,67.65,69.6,67.5,69.0,69.05,192998.0,132.41
2015-02-28,69.0,71.0,67.2,67.6,67.55,363415.0,251.43
2015-03-02,68.25,68.3,66.25,66.5,66.5,130171.0,87.17
2015-03-03,67.0,67.5,66.05,66.9,67.05,111780.0,74.84
2015-03-04,68.0,68.6,64.9,65.0,65.2,161042.0,106.74
2015-03-05,65.4,66.0,64.85,65.65,65.45,113326.0,74.06
2015-03-09,65.0,65.6,64.4,64.65,64.7,53951.0,34.99
2015-03-10,65.4,65.45,63.7,63.75,64.1,88495.0,57.01
2015-03-11,63.6,64.95,61.4,63.15,63.1,101483.0,64.49
2015-03-12,63.2,64.3,62.7,63.25,63.3,83978.0,53.31
2015-03-13,63.25,63.9,62.0,62.0,62.2,105324.0,66.03
2015-03-16,62.6,62.6,60.15,60.25,60.2,88449.0,53.91
2015-03-17,60.4,62.6,60.2,61.7,61.8,216376.0,132.65
2015-03-18,62.1,62.25,60.25,60.5,60.5,72567.0,44.24
2015-03-19,61.0,61.7,58.6,59.0,59.4,110663.0,66.87
2015-03-20,58.7,59.4,56.15,56.7,56.85,102783.0,59.56
2015-03-23,57.0,57.9,54.5,55.0,55.0,85707.0,47.97
2015-03-24,55.0,58.3,55.0,55.25,55.55,205420.0,116.39
2015-03-25,56.2,56.2,55.0,55.4,55.05,121387.0,67.06
2015-03-26,55.0,55.0,53.0,53.8,53.4,91491.0,49.33
2015-03-27,54.0,54.05,52.0,52.1,52.15,136336.0,71.98
2015-03-30,52.95,58.0,52.75,57.7,57.6,506193.0,284.69
2015-03-31,58.1,60.4,56.65,57.5,57.6,327419.0,190.68
2015-04-01,57.6,61.0,57.0,59.9,59.7,206475.0,123.12
2015-04-06,60.4,61.7,59.55,60.85,60.75,117397.0,71.27
2015-04-07,61.2,61.45,60.1,60.9,60.95,84327.0,51.32
2015-04-08,61.5,62.65,61.0,61.6,61.45,111950.0,69.07
2015-04-09,62.0,62.95,61.0,62.15,62.25,140314.0,87.09
2015-04-10,62.25,64.5,61.55,63.4,63.4,135744.0,86.05
2015-04-13,64.2,64.7,63.1,63.35,63.35,98730.0,63.02
2015-04-15,63.0,63.8,61.55,62.05,62.2,86413.0,54.28
2015-04-16,62.0,62.1,59.85,60.65,60.35,88713.0,53.93
2015-04-17,60.95,63.7,60.2,62.55,62.05,128600.0,79.74
2015-04-20,62.05,62.85,60.1,60.5,60.45,77999.0,47.55
2015-04-21,60.0,61.85,60.0,61.15,61.15,87592.0,53.49
2015-04-22,61.0,61.7,59.1,60.75,60.6,45835.0,27.68
2015-04-23,61.45,61.75,60.15,61.0,60.75,33570.0,20.51
2015-04-24,61.2,61.2,58.0,58.35,58.3,62941.0,37.26
2015-04-27,58.45,59.3,56.25,56.6,56.7,70321.0,40.51
2015-04-28,56.3,58.85,55.0,58.4,58.3,90204.0,51.58
2015-04-29,58.8,59.8,58.5,58.6,58.85,66810.0,39.48
2015-04-30,62.1,63.4,60.55,62.0,61.45,446632.0,277.13
2015-05-04,62.0,62.9,61.65,62.7,62.35,76255.0,47.56
2015-05-05,62.8,62.8,61.4,61.6,61.6,102667.0,63.63
2015-05-06,62.0,62.1,59.55,60.0,59.75,62234.0,37.58
2015-05-07,61.0,61.0,57.9,58.9,58.9,83525.0,49.61
2015-05-08,59.85,61.4,59.85,61.0,60.6,68032.0,41.11
2015-05-11,61.0,61.0,59.7,59.7,59.9,43285.0,26.07
2015-05-12,60.0,61.0,58.05,58.55,58.45,59022.0,34.99
2015-05-13,58.5,59.5,58.05,59.25,58.65,40028.0,23.49
2015-05-14,59.0,59.8,58.5,59.35,59.25,30465.0,17.98
2015-05-15,59.25,63.8,59.25,61.05,61.4,560283.0,348.22
2015-05-18,60.55,61.9,60.3,61.05,61.4,79242.0,48.49
2015-05-19,61.2,61.9,59.8,60.2,60.4,83834.0,51.0
2015-05-20,60.6,61.5,59.35,59.65,59.65,102687.0,61.81
2015-05-21,59.7,59.9,58.75,59.3,59.15,50073.0,29.65
2015-05-22,59.35,59.85,58.5,58.6,58.8,65544.0,38.75
2015-05-25,59.15,59.2,58.1,58.1,58.2,26954.0,15.75
2015-05-26,58.15,59.05,57.8,58.35,58.05,46709.0,27.19
2015-05-27,58.0,58.0,57.25,57.4,57.6,30738.0,17.73
2015-05-28,57.75,58.0,57.2,57.35,57.4,29734.0,17.1
2015-05-29,57.35,58.4,57.05,57.55,57.7,49153.0,28.44
2015-06-01,57.55,58.4,57.3,57.35,57.4,37552.0,21.69
2015-06-02,57.55,57.9,55.6,55.95,55.8,71668.0,40.63
2015-06-03,56.0,56.05,53.0,54.5,54.25,80473.0,43.69
2015-06-04,53.75,55.0,53.15,53.8,53.95,34230.0,18.53
2015-06-05,54.25,55.25,53.15,54.3,54.5,39036.0,21.32
2015-06-08,55.0,55.0,53.5,53.5,53.6,24586.0,13.34
2015-06-09,54.2,54.2,52.75,53.0,52.85,41283.0,21.95
2015-06-10,52.9,54.25,52.5,53.7,53.75,50131.0,26.92
2015-06-11,53.75,54.4,51.75,52.0,52.2,57529.0,30.59
2015-06-12,52.0,52.9,51.65,52.0,52.15,40387.0,21.09
2015-06-15,52.9,53.35,51.65,52.4,52.3,41649.0,21.92
2015-06-16,52.3,53.55,52.15,52.95,53.05,52293.0,27.71
2015-06-17,53.2,54.1,52.45,53.75,53.6,69706.0,37.24
2015-06-18,54.0,55.55,53.6,54.8,54.6,92575.0,50.67
2015-06-19,55.0,55.15,54.35,54.8,54.7,42611.0,23.29
2015-06-22,54.8,56.0,54.3,55.5,55.45,55116.0,30.55
2015-06-23,56.0,57.1,55.5,56.0,55.8,96700.0,54.34
2015-06-24,56.25,56.7,55.0,55.7,55.35,56314.0,31.51
2015-06-25,55.25,55.8,54.15,54.5,54.5,53169.0,29.13
2015-06-26,54.4,56.6,54.4,55.7,55.7,87794.0,48.84
2015-06-29,55.4,55.4,53.0,54.0,54.1,44200.0,23.86
2015-06-30,53.5,58.7,53.5,58.35,56.8,280903.0,157.54
2015-07-01,62.0,62.9,59.2,60.45,60.0,611904.0,372.01
2015-07-02,60.0,60.85,58.45,59.35,58.95,110911.0,65.67
2015-07-03,59.0,60.0,58.1,59.0,58.45,76381.0,45.1
2015-07-06,58.4,61.5,57.2,59.3,59.5,123957.0,73.46
2015-07-07,59.6,61.45,58.65,60.8,60.85,212482.0,129.1
2015-07-08,60.3,60.95,58.05,58.75,58.45,135635.0,80.42
2015-07-09,58.45,63.6,58.45,61.5,61.15,594073.0,365.44
2015-07-10,62.3,62.9,60.5,60.5,60.75,330739.0,204.17
2015-07-13,61.2,62.2,60.0,61.25,61.15,116580.0,71.22
2015-07-14,61.05,67.25,61.0,66.7,66.3,1025357.0,664.97
2015-07-15,68.5,71.3,68.1,68.9,68.8,2170770.0,1508.59
2015-07-16,68.6,68.7,65.65,65.95,66.15,420930.0,281.19
2015-07-17,66.15,72.5,64.6,70.15,70.15,1519947.0,1058.17
2015-07-20,70.65,73.45,68.55,71.3,71.85,1272838.0,912.69
2015-07-21,71.0,71.85,67.95,68.25,68.25,437390.0,306.28
2015-07-22,68.0,69.35,67.15,68.4,68.45,235434.0,161.03
2015-07-23,68.8,70.55,68.05,68.5,68.5,329174.0,227.95
2015-07-24,68.4,69.15,67.1,67.6,67.5,152373.0,103.94
2015-07-27,67.0,69.5,65.55,66.75,66.25,298965.0,201.19
2015-07-28,66.8,71.0,65.25,70.65,70.15,726920.0,502.02
2015-07-29,72.0,73.8,71.0,71.3,71.45,1028860.0,743.03
2015-07-30,71.3,75.9,70.35,73.2,73.0,1305540.0,961.4
2015-07-31,73.3,74.95,72.0,72.3,72.4,644827.0,473.21
2015-08-03,72.5,73.1,69.1,70.6,70.5,336942.0,241.23
2015-08-04,71.15,71.15,68.55,69.4,69.15,234009.0,162.68
2015-08-05,69.7,72.75,69.15,71.75,71.85,457047.0,326.55
2015-08-06,72.0,73.4,70.4,72.0,72.0,383191.0,275.0
2015-08-07,72.3,73.5,69.5,71.05,70.9,429672.0,309.17
2015-08-10,69.1,70.9,67.6,67.7,67.95,396145.0,273.71
2015-08-11,68.9,68.9,66.25,67.2,67.15,320928.0,216.07
2015-08-12,66.5,67.1,64.0,64.15,64.55,216881.0,142.71
2015-08-13,64.65,65.55,61.9,62.7,62.25,169777.0,107.61
2015-08-14,62.85,63.75,61.25,63.5,63.25,182457.0,114.64
2015-08-17,63.5,64.2,62.5,63.2,63.2,149838.0,94.91
2015-08-18,64.2,64.95,63.25,64.6,64.55,188817.0,121.39
2015-08-19,64.8,68.6,64.0,67.5,67.4,550712.0,370.09
2015-08-20,67.0,67.0,63.5,64.0,63.85,243174.0,157.63
2015-08-21,63.0,64.25,62.1,63.4,63.8,144770.0,91.42
2015-08-24,62.0,62.0,55.5,56.2,56.15,176793.0,103.01
2015-08-25,56.15,57.7,51.0,54.5,54.55,244801.0,131.12
2015-08-26,54.5,56.9,53.1,55.1,55.25,103037.0,57.26
2015-08-27,56.85,58.4,56.0,57.5,57.8,118437.0,67.46
2015-08-28,58.45,60.6,57.5,57.75,58.1,94283.0,55.68
2015-08-31,58.5,58.8,57.5,58.4,58.0,40726.0,23.65
2015-09-01,57.65,58.6,55.1,56.5,56.25,89404.0,50.7
2015-09-02,57.9,58.5,55.5,58.45,57.25,82484.0,46.88
2015-09-03,60.1,65.7,59.55,62.9,63.0,2403015.0,1528.02
2015-09-04,61.55,61.95,58.1,58.4,58.65,321943.0,190.78
2015-09-07,59.0,59.45,54.0,54.75,54.45,261081.0,145.27
2015-09-08,55.0,55.75,54.05,54.8,54.85,208026.0,114.18
2015-09-09,56.4,56.7,55.35,55.8,55.65,216912.0,121.11
2015-09-10,55.6,55.6,53.5,55.55,54.95,129278.0,70.57
2015-09-11,55.85,57.15,55.25,55.3,55.6,129057.0,72.42
2015-09-14,56.45,56.7,54.15,55.75,55.95,97085.0,54.37
2015-09-15,56.5,56.5,55.0,55.3,55.2,111204.0,61.72
2015-09-16,56.0,57.35,55.3,56.95,56.6,174629.0,98.07
2015-09-18,58.7,59.9,56.55,57.0,57.25,315983.0,182.6
2015-09-21,56.5,58.5,56.1,57.95,58.0,143941.0,82.72
2015-09-22,58.05,60.3,57.5,59.0,59.2,337756.0,199.04
2015-09-23,60.65,62.2,59.25,59.8,59.95,902083.0,547.21
2015-09-24,60.6,61.4,59.1,59.1,59.3,191492.0,114.97
2015-09-28,60.0,60.0,57.6,57.75,57.75,139283.0,81.39
2015-09-29,55.8,58.2,55.8,57.5,57.55,115700.0,66.26
2015-09-30,57.6,58.8,57.1,57.85,57.85,66006.0,38.26
2015-10-01,58.0,58.8,57.1,57.3,57.45,82654.0,47.98
2015-10-05,57.05,62.4,57.05,62.35,62.1,530122.0,323.35
2015-10-06,63.3,66.45,62.4,66.1,64.85,1800446.0,1153.99
2015-10-07,65.1,67.9,64.35,65.0,65.1,824679.0,546.57
2015-10-08,65.0,70.75,63.25,68.1,68.4,1841574.0,1257.92
2015-10-09,68.75,69.75,66.5,66.9,66.9,628144.0,427.09
2015-10-12,67.6,67.75,65.0,65.6,65.5,262533.0,173.79
2015-10-13,65.85,67.2,65.05,65.55,65.7,251723.0,166.29
2015-10-14,65.9,67.25,65.3,65.4,65.5,163846.0,108.35
2015-10-15,65.95,67.65,65.4,65.65,65.8,352111.0,234.41
2015-10-16,65.8,66.65,65.05,65.1,65.25,190832.0,125.57
2015-10-19,65.65,67.8,65.0,66.75,66.9,618548.0,411.89
2015-10-20,68.25,69.4,66.5,66.8,66.85,841132.0,572.88
2015-10-21,67.0,67.7,66.15,66.7,66.7,222358.0,148.99
2015-10-23,67.35,67.45,65.55,65.75,65.85,128448.0,85.28
2015-10-26,66.7,66.7,64.25,65.0,64.65,329740.0,214.49
2015-10-27,62.6,62.9,61.4,61.75,61.6,319353.0,198.16
2015-10-28,63.0,64.35,62.7,63.45,63.35,546873.0,346.99
2015-10-29,63.35,63.65,61.8,61.9,62.1,185517.0,116.08
2015-10-30,62.5,62.7,58.9,60.0,59.8,185116.0,112.81
2015-11-02,60.5,60.5,58.25,59.0,58.9,114056.0,67.37
2015-11-03,59.1,61.1,59.1,59.9,60.05,143631.0,86.44
2015-11-04,60.6,60.7,58.6,58.8,59.0,100785.0,60.12
2015-11-05,59.1,59.35,56.9,57.15,57.2,147294.0,85.41
2015-11-06,57.8,57.9,56.6,56.7,56.8,118063.0,67.14
2015-11-09,56.0,62.0,54.1,61.3,60.65,305841.0,180.11
2015-11-10,62.0,62.4,58.5,58.7,58.8,480766.0,291.07
2015-11-11,60.0,60.7,59.05,60.4,60.25,59854.0,36.02
2015-11-13,59.6,60.0,58.35,59.4,59.0,89079.0,52.58
2015-11-16,59.0,60.35,59.0,59.9,59.85,158666.0,95.0
2015-11-17,60.5,61.0,59.3,60.05,59.85,186796.0,112.19
2015-11-18,59.85,60.35,58.2,59.35,58.9,113105.0,67.04
2015-11-19,59.05,59.7,58.15,59.0,58.7,169750.0,99.58
2015-11-20,58.6,60.25,58.55,59.5,59.05,148426.0,87.95
2015-11-23,59.8,59.9,58.2,59.4,58.75,129125.0,76.17
2015-11-24,59.0,60.25,58.15,59.95,59.75,261869.0,155.95
2015-11-26,60.45,61.2,59.75,60.25,60.25,269604.0,162.99
2015-11-27,60.25,61.0,59.6,60.05,60.4,330095.0,199.35
2015-11-30,60.45,63.9,59.85,63.15,62.95,698533.0,436.8
2015-12-01,67.8,67.8,64.1,64.45,64.55,1089938.0,712.35
2015-12-02,64.0,65.0,62.1,62.8,62.75,253088.0,159.85
2015-12-03,62.4,64.45,61.35,62.35,62.3,330755.0,207.61
2015-12-04,61.9,64.8,61.55,62.3,62.7,465928.0,296.41
2015-12-07,62.85,63.7,62.1,63.0,62.6,126251.0,79.27
2015-12-08,62.55,62.7,61.0,61.9,61.45,181381.0,111.78
2015-12-09,63.7,64.55,58.1,61.1,60.4,542890.0,334.53
2015-12-10,61.0,61.6,60.0,61.5,60.95,128139.0,77.8
2015-12-11,61.65,61.65,58.8,60.0,59.6,167997.0,100.69
2015-12-14,58.15,60.65,58.15,60.6,60.05,110018.0,65.94
2015-12-15,60.05,60.65,59.2,60.05,60.0,101144.0,60.58
2015-12-16,60.15,60.8,59.4,59.6,59.75,143067.0,85.92
2015-12-17,60.4,61.75,59.85,61.4,61.45,233548.0,142.59
2015-12-18,61.25,63.8,61.2,62.05,62.1,348109.0,217.87
2015-12-21,62.05,63.05,61.5,63.05,62.1,158875.0,98.64
2015-12-22,62.6,64.2,62.1,62.3,62.4,237810.0,149.62
2015-12-23,62.7,63.45,62.0,63.45,62.5,172338.0,107.9
2015-12-24,62.75,65.65,62.75,65.1,65.2,892878.0,578.83
2015-12-28,66.0,70.5,65.0,68.7,69.25,2632602.0,1807.51
2015-12-29,69.2,71.15,65.8,67.4,67.6,1644497.0,1126.25
2015-12-30,67.6,68.9,66.4,67.5,67.15,567685.0,384.58
2015-12-31,67.55,67.7,66.7,66.8,66.95,265270.0,177.98
2016-01-01,66.95,69.0,66.95,68.0,67.9,327614.0,223.32
2016-01-04,68.0,69.3,66.55,67.4,67.3,448978.0,305.31
2016-01-05,67.5,68.4,66.15,66.75,67.1,432520.0,291.69
2016-01-06,67.15,70.3,66.9,69.75,69.4,754259.0,517.54
2016-01-07,69.9,71.0,66.0,66.3,66.8,1916407.0,1329.31
2016-01-08,67.5,77.35,67.5,75.0,75.1,8083540.0,6078.71
2016-01-11,72.75,72.75,70.2,71.2,71.05,1533137.0,1097.67
2016-01-12,71.55,73.3,68.7,69.7,69.4,1060487.0,752.94
2016-01-13,70.8,71.4,61.25,64.4,64.85,1245206.0,822.1
2016-01-14,62.7,64.9,60.1,64.0,63.7,664513.0,421.35
2016-01-15,64.45,65.9,61.0,61.6,61.6,492183.0,314.22
2016-01-18,61.65,62.0,57.1,58.0,57.9,396349.0,236.03
2016-01-19,59.7,60.7,58.6,59.8,59.65,360462.0,215.1
2016-01-20,59.0,60.8,57.75,59.7,59.9,393449.0,234.37
2016-01-21,60.9,61.7,58.6,59.15,59.2,260280.0,155.78
2016-01-22,60.3,62.0,59.8,60.8,60.8,276089.0,168.34
2016-01-25,61.9,62.3,60.7,61.1,60.9,172826.0,106.22
2016-01-27,61.05,63.8,60.4,63.4,63.1,405500.0,254.7
2016-01-28,63.25,63.5,61.9,62.4,62.25,145269.0,90.97
2016-01-29,62.75,63.6,61.9,62.75,62.75,190379.0,119.26
2016-02-01,63.4,64.8,62.0,63.6,63.75,220778.0,140.7
2016-02-02,63.3,64.5,61.3,61.9,61.65,176772.0,111.31
2016-02-03,61.65,62.5,59.3,60.2,59.7,244340.0,147.29
2016-02-04,61.05,61.8,59.2,59.55,59.75,268645.0,162.29
2016-02-05,60.0,61.1,59.1,60.95,60.75,214280.0,129.39
2016-02-08,61.3,62.85,59.65,61.05,61.0,460529.0,282.62
2016-02-09,60.6,60.85,58.6,59.8,60.05,159760.0,95.88
2016-02-10,59.45,59.45,58.0,58.4,58.2,151415.0,88.72
2016-02-11,58.0,58.55,53.6,54.6,54.35,182779.0,101.71
2016-02-12,54.6,55.0,51.4,53.25,53.25,198541.0,105.29
2016-02-15,54.9,55.7,53.8,55.5,55.05,183067.0,100.66
2016-02-16,56.0,57.2,54.15,54.8,54.4,243439.0,135.56
2016-02-17,55.5,55.5,50.6,54.0,53.8,169071.0,90.13
2016-02-18,55.0,56.7,54.0,56.15,56.1,181727.0,100.26
2016-02-19,58.0,58.0,56.2,56.75,56.85,375916.0,214.04
2016-02-22,57.8,57.8,56.2,56.6,56.75,161950.0,92.06
2016-02-23,57.0,57.0,54.8,54.8,55.1,118163.0,65.8
2016-02-24,55.0,55.0,53.5,54.3,54.05,144711.0,78.45
2016-02-25,54.0,55.0,53.25,53.6,53.75,110035.0,59.71
2016-02-26,55.2,55.5,53.35,54.1,53.8,90362.0,48.75
2016-02-29,54.35,56.25,52.6,53.75,53.2,285399.0,155.16
2016-03-01,53.55,55.4,53.55,54.7,55.05,179608.0,98.02
2016-03-02,55.75,56.45,55.5,55.9,55.75,222858.0,124.64
2016-03-03,56.6,56.7,55.3,56.45,56.25,161296.0,90.51
2016-03-04,56.65,57.9,55.45,56.65,56.8,241620.0,137.23
2016-03-08,56.45,57.6,56.15,56.95,56.7,116291.0,65.92
2016-03-09,56.9,58.5,56.4,57.75,57.7,234605.0,135.02
